date,nav
2020-12-16,10196.0000
2020-12-17,10198.0000
2020-12-18,10198.0000
2020-12-21,10194.0000
2020-12-22,10200.0000
2020-12-23,10204.0000
2020-12-24,10197.0000
2020-12-25,10188.0000
2020-12-28,10187.0000
2020-12-29,10184.0000
2020-12-30,10183.0000
2021-01-04,10181.0000
2021-01-05,10192.0000
2021-01-06,10185.0000
2021-01-07,10176.0000
2021-01-08,10174.0000
2021-01-12,10176.0000
2021-01-13,10184.0000
2021-01-14,10179.0000
2021-01-15,10179.0000
2021-01-18,10163.0000
2021-01-19,10164.0000
2021-01-20,10165.0000
2021-01-21,10176.0000
2021-01-22,10165.0000
2021-01-25,10166.0000
2021-01-26,10174.0000
2021-01-27,10168.0000
2021-01-28,10170.0000
2021-01-29,10157.0000
2021-02-01,10148.0000
2021-02-02,10149.0000
2021-02-03,10153.0000
2021-02-04,10156.0000
2021-02-05,10157.0000
2021-02-08,10147.0000
2021-02-09,10144.0000
2021-02-10,10143.0000
2021-02-12,10151.0000
2021-02-15,10139.0000
2021-02-16,10140.0000
2021-02-17,10123.0000
2021-02-18,10129.0000
2021-02-19,10121.0000
2021-02-22,10106.0000
2021-02-24,10101.0000
2021-02-25,10082.0000
2021-02-26,10072.0000
2021-03-01,10090.0000
2021-03-02,10110.0000
2021-03-03,10124.0000
2021-03-04,10104.0000
2021-03-05,10142.0000
2021-03-08,10124.0000
2021-03-09,10109.0000
2021-03-10,10114.0000
2021-03-11,10136.0000
2021-03-12,10128.0000
2021-03-15,10129.0000
2021-03-16,10138.0000
2021-03-17,10141.0000
2021-03-18,10137.0000
2021-03-19,10125.0000
2021-03-22,10158.0000
2021-03-23,10163.0000
2021-03-24,10171.0000
2021-03-25,10158.0000
2021-03-26,10155.0000
2021-03-29,10166.0000
2021-03-30,10154.0000
2021-03-31,10141.0000
2021-04-01,10123.0000
2021-04-02,10126.0000
2021-04-05,10128.0000
2021-04-06,10139.0000
2021-04-07,10153.0000
2021-04-08,10149.0000
2021-04-09,10143.0000
2021-04-12,10140.0000
2021-04-13,10146.0000
2021-04-14,10161.0000
2021-04-15,10160.0000
2021-04-16,10161.0000
2021-04-19,10163.0000
2021-04-20,10167.0000
2021-04-21,10179.0000
2021-04-22,10180.0000
2021-04-23,10178.0000
2021-04-26,10173.0000
2021-04-27,10169.0000
2021-04-28,10158.0000
2021-04-30,10159.0000
2021-05-06,10163.0000
2021-05-07,10164.0000
2021-05-10,10166.0000
2021-05-11,10173.0000
2021-05-12,10172.0000
2021-05-13,10154.0000
2021-05-14,10165.0000
2021-05-17,10169.0000
2021-05-18,10168.0000
2021-05-19,10168.0000
2021-05-20,10162.0000
2021-05-21,10159.0000
2021-05-24,10162.0000
2021-05-25,10165.0000
2021-05-26,10165.0000
2021-05-27,10167.0000
2021-05-28,10159.0000
2021-05-31,10162.0000
2021-06-01,10160.0000
2021-06-02,10156.0000
2021-06-03,10155.0000
2021-06-04,10152.0000
2021-06-07,10155.0000
2021-06-08,10162.0000
2021-06-09,10171.0000
2021-06-10,10183.0000
2021-06-11,10192.0000
2021-06-14,10189.0000
2021-06-15,10179.0000
2021-06-16,10173.0000
2021-06-17,10164.0000
2021-06-18,10173.0000
2021-06-21,10180.0000
2021-06-22,10173.0000
2021-06-23,10175.0000
2021-06-24,10178.0000
2021-06-25,10177.0000
2021-06-28,10171.0000
2021-06-29,10170.0000
2021-06-30,10168.0000
2021-07-01,10181.0000
2021-07-02,10187.0000
