date,nav
2021-01-18,14745.0000
2021-01-19,14740.0000
2021-01-20,14873.0000
2021-01-21,14999.0000
2021-01-22,15003.0000
2021-01-25,14992.0000
2021-01-26,14987.0000
2021-01-27,14966.0000
2021-01-28,14683.0000
2021-01-29,14834.0000
2021-02-01,14596.0000
2021-02-02,14832.0000
2021-02-03,15057.0000
2021-02-04,15073.0000
2021-02-05,15273.0000
2021-02-08,15353.0000
2021-02-09,15410.0000
2021-02-10,15338.0000
2021-02-12,15397.0000
2021-02-15,15531.0000
2021-02-16,15639.0000
2021-02-17,15711.0000
2021-02-18,15603.0000
2021-02-19,15535.0000
2021-02-22,15523.0000
2021-02-24,15394.0000
2021-02-25,15621.0000
2021-02-26,15337.0000
2021-03-01,15244.0000
2021-03-02,15625.0000
2021-03-03,15535.0000
2021-03-04,15387.0000
2021-03-05,15314.0000
2021-03-08,15559.0000
2021-03-09,15625.0000
2021-03-10,15780.0000
2021-03-11,15856.0000
2021-03-12,16059.0000
2021-03-15,16119.0000
2021-03-16,16229.0000
2021-03-17,16211.0000
2021-03-18,16239.0000
2021-03-19,16047.0000
2021-03-22,15983.0000
2021-03-23,16080.0000
2021-03-24,15911.0000
2021-03-25,15857.0000
2021-03-26,15970.0000
2021-03-29,16240.0000
2021-03-30,16257.0000
2021-03-31,16363.0000
2021-04-01,16431.0000
2021-04-02,16596.0000
2021-04-05,16589.0000
2021-04-06,16721.0000
2021-04-07,16687.0000
2021-04-08,16696.0000
2021-04-09,16733.0000
2021-04-12,16884.0000
2021-04-13,16839.0000
2021-04-14,16801.0000
2021-04-15,16782.0000
2021-04-16,16909.0000
2021-04-19,16971.0000
2021-04-20,16847.0000
2021-04-21,16666.0000
2021-04-22,16805.0000
2021-04-23,16702.0000
2021-04-26,16856.0000
2021-04-27,16938.0000
2021-04-28,17048.0000
2021-04-30,17129.0000
2021-05-06,17013.0000
2021-05-07,17094.0000
2021-05-10,17208.0000
2021-05-11,17100.0000
2021-05-12,16897.0000
2021-05-13,16738.0000
2021-05-14,16867.0000
2021-05-17,17103.0000
2021-05-18,17047.0000
2021-05-19,16951.0000
2021-05-20,16875.0000
2021-05-21,17037.0000
2021-05-24,17042.0000
2021-05-25,17169.0000
2021-05-26,17143.0000
2021-05-27,17219.0000
2021-05-28,17376.0000
2021-05-31,17380.0000
2021-06-01,17315.0000
2021-06-02,17380.0000
2021-06-03,17401.0000
2021-06-04,17419.0000
2021-06-07,17457.0000
2021-06-08,17454.0000
2021-06-09,17459.0000
2021-06-10,17463.0000
2021-06-11,17511.0000
2021-06-14,17593.0000
2021-06-15,17689.0000
2021-06-16,17672.0000
2021-06-17,17666.0000
2021-06-18,17568.0000
2021-06-21,17317.0000
2021-06-22,17523.0000
2021-06-23,17698.0000
2021-06-24,17717.0000
2021-06-25,17816.0000
2021-06-28,17819.0000
2021-06-29,17793.0000
2021-06-30,17812.0000
2021-07-01,17854.0000
2021-07-02,18023.0000
2021-07-05,18062.0000
2021-07-06,18034.0000
2021-07-07,17905.0000
2021-07-08,17985.0000
2021-07-09,17706.0000
2021-07-12,17961.0000
2021-07-13,18062.0000
2021-07-14,18028.0000
2021-07-15,17919.0000
2021-07-16,17831.0000
2021-07-19,17712.0000
2021-07-20,17369.0000
2021-07-21,17653.0000
2021-07-26,18153.0000
2021-07-27,18140.0000
2021-07-28,17984.0000
2021-07-29,18009.0000
2021-07-30,18065.0000
2021-08-02,17988.0000
2021-08-03,17949.0000
2021-08-04,18010.0000
2021-08-05,18071.0000
2021-08-06,18207.0000
2021-08-10,18267.0000
2021-08-11,18335.0000
2021-08-12,18337.0000
2021-08-13,18396.0000
2021-08-16,18289.0000
2021-08-17,18232.0000
2021-08-18,18164.0000
2021-08-19,18089.0000
2021-08-20,18009.0000
2021-08-23,18133.0000
2021-08-24,18291.0000
2021-08-25,18344.0000
2021-08-26,18422.0000
2021-08-27,18298.0000
2021-08-30,18422.0000
2021-08-31,18510.0000
2021-09-01,18517.0000
2021-09-02,18536.0000
2021-09-03,18598.0000
2021-09-06,18561.0000
2021-09-07,18587.0000
2021-09-08,18585.0000
2021-09-09,18497.0000
2021-09-10,18356.0000
2021-09-13,18272.0000
2021-09-14,18318.0000
2021-09-15,18169.0000
2021-09-16,18220.0000
2021-09-17,18262.0000
2021-09-21,17736.0000
2021-09-22,17719.0000
2021-09-24,18296.0000
2021-09-27,18319.0000
2021-09-28,18310.0000
2021-09-29,18027.0000
2021-09-30,18078.0000
2021-10-01,17854.0000
2021-10-04,17922.0000
2021-10-05,17720.0000
2021-10-06,18016.0000
2021-10-07,17988.0000
2021-10-08,18233.0000
2021-10-11,18301.0000
2021-10-12,18396.0000
2021-10-13,18368.0000
2021-10-14,18463.0000
2021-10-15,18827.0000
2021-10-18,19024.0000
2021-10-19,19061.0000
2021-10-20,19272.0000
2021-10-21,19287.0000
2021-10-22,19272.0000
2021-10-25,19220.0000
2021-10-26,19298.0000
2021-10-27,19392.0000
2021-10-28,19242.0000
2021-10-29,19399.0000
2021-11-01,19440.0000
2021-11-02,19525.0000
2021-11-04,19693.0000
2021-11-05,19683.0000
2021-11-08,19711.0000
2021-11-09,19684.0000
2021-11-10,19565.0000
2021-11-11,19583.0000
2021-11-12,19642.0000
2021-11-15,19739.0000
2021-11-16,19771.0000
2021-11-17,19927.0000
2021-11-18,19760.0000
2021-11-19,19831.0000
2021-11-22,19710.0000
2021-11-24,19780.0000
2021-11-25,19839.0000
2021-11-26,19785.0000
2021-11-29,19123.0000
