fund,date,nav,reinvest_nav,net_asset_value
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2023-12-19,9664,9664,216.02
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2023-12-20,9732,9732,217.02
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2023-12-21,9710,9710,216.12
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2023-12-22,9667,9667,214.61
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2023-12-25,9674,9674,214.4
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2023-12-26,9660,9660,213.45
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2023-12-27,9689,9689,214.12
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2023-12-28,9683,9683,214.01
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2023-12-29,9659,9659,213.43
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-04,9661,9661,213.47
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-05,9676,9676,219.96
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-09,9690,9690,223.82
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-10,9693,9693,218.41
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-11,9705,9705,217.85
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-12,9711,9711,217.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-15,9735,9735,219.3
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-16,9716,9716,218.35
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-17,9704,9704,218.61
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-18,9653,9653,219.96
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-19,9632,9632,219.7
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-22,9644,9644,219.62
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-23,9660,9660,219.83
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-24,9596,9596,218.46
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-25,9574,9574,217.83
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-26,9596,9596,218.37
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-29,9588,9588,218.27
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-30,9603,9603,218.31
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-01-31,9587,9587,218.08
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-01,9616,9616,218.98
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-02,9641,9641,225.58
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-05,9602,9602,225.9
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-06,9606,9606,223.86
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-07,9616,9616,222.0
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-08,9622,9622,221.48
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-09,9602,9602,222.22
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-13,9599,9599,221.09
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-14,9583,9583,220.32
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-15,9596,9596,220.44
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-16,9601,9601,224.22
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-19,9602,9602,223.1
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-20,9609,9609,222.49
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-21,9617,9617,222.73
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-22,9625,9625,223.08
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-26,9646,9646,223.61
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-27,9642,9642,222.84
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-28,9630,9630,222.71
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-02-29,9616,9616,222.49
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-01,9622,9622,222.38
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-04,9616,9616,228.43
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-05,9623,9623,228.8
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-06,9621,9621,229.27
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-07,9609,9609,225.9
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-08,9599,9599,224.54
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-11,9580,9580,225.13
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-12,9577,9577,223.96
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-13,9588,9588,224.47
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-14,9569,9569,224.02
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-15,9562,9562,225.22
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-18,9585,9585,228.32
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-19,9600,9600,227.37
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-21,9591,9591,226.84
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-22,9590,9590,226.56
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-25,9594,9594,226.66
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-26,9592,9592,226.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-27,9610,9610,226.64
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-28,9624,9624,227.0
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-03-29,9604,9604,226.64
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-01,9590,9590,226.14
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-02,9580,9580,232.16
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-03,9583,9583,233.24
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-04,9577,9577,229.17
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-05,9582,9582,228.1
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-08,9568,9568,231.31
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-09,9568,9568,229.62
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-10,9554,9554,227.94
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-11,9506,9506,226.69
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-12,9501,9501,226.49
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-15,9503,9503,227.96
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-16,9497,9497,227.95
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-17,9482,9482,227.61
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-18,9503,9503,229.84
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-19,9526,9526,229.65
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-22,9492,9492,228.5
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-23,9483,9483,228.21
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-24,9483,9483,228.2
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-25,9480,9480,228.37
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-26,9463,9463,228.29
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-04-30,9493,9493,228.99
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-01,9478,9478,228.53
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-02,9472,9472,236.85
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-07,9490,9490,240.8
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-08,9489,9489,236.06
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-09,9469,9469,234.31
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-10,9462,9462,232.01
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-13,9439,9439,230.87
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-14,9423,9423,229.37
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-15,9428,9428,229.29
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-16,9447,9447,231.51
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-17,9430,9430,230.43
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-20,9412,9412,229.73
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-21,9409,9409,230.59
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-22,9391,9391,230.03
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-23,9381,9381,229.75
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-24,9377,9377,229.58
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-27,9372,9372,229.45
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-28,9370,9370,229.32
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-29,9344,9344,228.86
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-30,9352,9352,229.02
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-05-31,9341,9341,228.78
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-03,9343,9343,228.52
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-04,9361,9361,238.09
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-05,9386,9386,241.56
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-06,9430,9430,239.82
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-07,9419,9419,235.26
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-10,9370,9370,232.43
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-11,9378,9378,233.27
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-12,9401,9401,232.6
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-13,9418,9418,232.77
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-14,9443,9443,234.43
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-17,9436,9436,234.06
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-18,9423,9423,235.68
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-19,9435,9435,235.21
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-20,9427,9427,234.66
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-21,9411,9411,234.29
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-24,9399,9399,233.82
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-25,9393,9393,233.35
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-26,9374,9374,232.94
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-27,9342,9342,232.07
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-06-28,9365,9365,232.63
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-01,9351,9351,232.35
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-02,9336,9336,240.96
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-03,9333,9333,244.95
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-04,9340,9340,238.17
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-05,9342,9342,236.31
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-08,9335,9335,239.59
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-09,9339,9339,237.41
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-10,9330,9330,235.58
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-11,9332,9332,235.52
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-12,9362,9362,236.02
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-16,9375,9375,236.03
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-17,9372,9372,236.79
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-18,9372,9372,238.33
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-19,9374,9374,237.7
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-22,9364,9364,237.07
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-23,9358,9358,236.51
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-24,9349,9349,236.4
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-25,9355,9355,236.57
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-26,9365,9365,236.81
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-29,9385,9385,237.48
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-30,9398,9398,237.81
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-07-31,9354,9354,236.63
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-01,9375,9375,237.45
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-02,9426,9426,247.68
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-05,9569,9569,255.92
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-06,9468,9468,248.94
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-07,9450,9450,244.52
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-08,9491,9491,244.0
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-09,9483,9483,245.1
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-13,9490,9490,243.93
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-14,9515,9515,244.09
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-15,9505,9505,243.63
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-16,9476,9476,246.18
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-19,9458,9458,245.13
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-20,9455,9455,243.9
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-21,9470,9470,244.26
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-22,9475,9475,244.33
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-23,9465,9465,244.03
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-26,9471,9471,244.06
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-27,9476,9476,244.07
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-28,9471,9471,243.9
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-29,9465,9465,243.91
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-08-30,9463,9463,244.15
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-02,9452,9452,243.81
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-03,9446,9446,252.19
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-04,9469,9469,258.0
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-05,9480,9480,250.78
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-06,9497,9497,253.91
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-09,9471,9471,250.05
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-10,9467,9467,249.73
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-11,9491,9491,249.12
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-12,9484,9484,248.67
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-13,9503,9503,250.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-17,9517,9517,250.54
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-18,9515,9515,252.33
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-19,9485,9485,250.77
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-20,9475,9475,250.2
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-24,9510,9510,251.23
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-25,9516,9516,251.04
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-26,9498,9498,250.59
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-27,9504,9504,250.7
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-09-30,9488,9488,250.3
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-01,9490,9490,250.33
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-02,9508,9508,260.54
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-03,9503,9503,265.38
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-04,9494,9494,258.76
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-07,9463,9463,255.11
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-08,9463,9463,258.66
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-09,9451,9451,257.04
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-10,9431,9431,254.33
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-11,9441,9441,254.34
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-15,9431,9431,254.04
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-16,9441,9441,254.1
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-17,9440,9440,257.15
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-18,9434,9434,256.3
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-21,9437,9437,255.95
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-22,9418,9418,255.09
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-23,9416,9416,255.57
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-24,9427,9427,255.85
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-25,9438,9438,256.34
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-28,9420,9420,255.38
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-29,9420,9420,255.49
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-30,9426,9426,255.64
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-10-31,9440,9440,256.0
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-01,9435,9435,256.21
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-05,9441,9441,263.69
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-06,9415,9415,273.44
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-07,9395,9395,263.13
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-08,9400,9400,260.18
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-11,9401,9401,261.2
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-12,9393,9393,258.95
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-13,9371,9371,257.97
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-14,9359,9359,259.69
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-15,9355,9355,259.74
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-18,9354,9354,262.84
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-19,9359,9359,261.99
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-20,9359,9359,261.26
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-21,9345,9345,260.74
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-22,9351,9351,260.93
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-25,9356,9356,260.92
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-26,9364,9364,260.8
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-27,9352,9352,260.31
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-28,9365,9365,260.4
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-11-29,9373,9373,260.68
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-02,9358,9358,260.29
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-03,9358,9358,267.39
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-04,9373,9373,274.56
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-05,9364,9364,266.27
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-06,9375,9375,267.82
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-09,9386,9386,265.45
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-10,9375,9375,264.58
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-11,9374,9374,263.15
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-12,9387,9387,262.92
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-13,9392,9392,262.75
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-16,9371,9371,263.31
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-17,9362,9362,262.42
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-18,9374,9374,264.2
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-19,9365,9365,263.23
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-20,9386,9386,263.01
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-23,9376,9376,262.51
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-24,9379,9379,262.08
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-25,9382,9382,261.85
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-26,9370,9370,261.16
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-27,9355,9355,260.97
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2024-12-30,9362,9362,261.1
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-06,9341,9341,260.44
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-07,9338,9338,273.04
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-08,9315,9315,275.69
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-09,9320,9320,269.37
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-10,9304,9304,265.35
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-14,9277,9277,263.7
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-15,9267,9267,262.69
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-16,9297,9297,265.25
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-17,9309,9309,268.26
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-20,9319,9319,268.32
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-21,9324,9324,266.11
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-22,9320,9320,267.3
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-23,9314,9314,266.9
ｅＭＡＸＩＳ Ｓｌｉｍ 国内債券インデックス,2025-01-24,9300,9300,266.35
